Icelandic	Icelandic	probability
θ_ˈʏ	d	1.0
θ	d	1.0
ˈʏː	-	1.0
ˈɛi̯	ˈɛː	1.0
ˈɔu̯	-	1.0
ˈɑːu̯	ˈɒː	1.0
ˈɑu̯	ˈɑ	1.0
ˈœːy̯	ˈoː	1.0
ˈœː	-	1.0
ˈu	ˈu	1.0
ˈoːu̯	ˈuə̯	1.0
ˈiː_r̥	ˈiə̯	1.0
ˈeːi̯	j_ˈɪ	1.0
ˈaːi̯	ˈuə̯	1.0
ˈau̯	w	1.0
ʰt͡n̥	t_ɾ	1.0
ʰp	p	1.0
ʰk	k	1.0
ʰc	k	1.0
ʏ_r̥_#>	#>	1.0
ʏ_#>	ə_#>	1.0
ɲ	ŋ	1.0
ɪ_r̥	ɾ	1.0
ɡ̊ː	-	1.0
ɡ̊_r	ɦ_ɾ	1.0
ɟ̊ː	ˈœ_ɦ	1.0
ɛ	-	1.0
ŋ	ŋ	1.0
ð_ɪ	d	1.0
ç	ˈæ	1.0
x	ɦ̥	1.0
v_ˈɛː	ʋ	1.0
v_ʏ	v̥	1.0
t͡n̥	n	1.0
t	t	1.0
sː	ɾ_s	1.0
s_k	s	1.0
s_c	ʃ_h	1.0
s_#>	z̥_#>	1.0
r̥_#>	#>	1.0
r̥	ɾ	1.0
pʰ	p	1.0
n̥	n	1.0
m	m	1.0
l_v	v̥	1.0
j_ˈuː	ˈiə̯	1.0
f_ˈɪ	v	1.0
f	v	1.0
d̥_ʏ	d̥	1.0
cʰ	k	1.0
c	k	1.0
b̥	b	1.0
aːu̯	iə̯	1.0
a_#>	#>	1.0
<#_ˈʏ	<#_ˈɔ	1.0
<#_tʰ	<#_t	1.0
<#_s	<#	1.0
<#_r̥	<#_ɾ	1.0
<#_r	<#_ɾ	1.0
<#_l	<#_l	1.0
<#_h	<#	1.0
r	ɾ	0.929
n	n	0.913
ɡ̊	-	0.875
k	k	0.818
#>	ə_#>	0.81
ˈuː	ˈyː	0.8
l	l	0.8
d̥	d	0.765
ʰt	h_t	0.75
v	ʋ	0.722
ˈɔ	ˈoː	0.714
p	p	0.714
ˈʏ	ˈu	0.667
ˈou̯	ˈɔ	0.667
ˈi	ˈɪ	0.667
ʏ	ə	0.667
ɡ̊_ʏ	k	0.667
ɟ̊	-	0.667
ð	d̥	0.667
t͡l̥	l	0.667
nː	n	0.667
<#_kʰ	<#_k	0.667
ˈɛː	ˈeː	0.6
ˈœ	ˈɑ	0.6
l̥	w	0.6
j_ˈoːu̯	ˈiə̯	0.6
s	z	0.564
ˈaː	ˈɑ	0.556
ɪ	-	0.545
j	-	0.533
a	n	0.514
ˈɪː	ˈeː	0.5
ˈɪː	-	0.5
ˈɔː	ˈøː	0.5
ˈɔː	-	0.5
ˈiː	ˈi	0.5
ɣ	ɦ̥	0.5
ɣ	ɦ	0.5
ɪ	ə	0.455
ˈaː	ˈɒː	0.444
ˈɛ	-	0.438
a	ə	0.432
ˈɛːi̯	ˈoː	0.429
ˈa	ˈɑ	0.412
ˈa	-	0.412
ˈɪ	ˈɪ	0.4
ˈɛː	-	0.4
ˈœ	-	0.4
l̥	-	0.4
j_ˈoːu̯	ˈɛː	0.4
<#	<#_ɦ	0.4
s	s	0.385
ˈɛ	ˈæ	0.375
ˈʏ	ˈœ	0.333
ˈou̯	ɪ	0.333
ˈi	-	0.333
ʏ	-	0.333
ɡ̊_ʏ	ɾ	0.333
ɟ̊	ɦ_ˈɑ	0.333
t͡l̥	-	0.333
nː	n_d	0.333
<#_kʰ	<#	0.333
ˈɪ	ˈœ	0.3
ˈɪ	-	0.3
ˈɛːi̯	ˈɛː	0.286
ˈɛːi̯	ˈeː	0.286
ˈɔ	ˈɔ	0.286
p	-	0.286
v	v	0.278
j	ˈiə̯	0.267
ʰt	t	0.25
d̥	d̥	0.235
ˈuː	ɦ	0.2
l	w	0.2
j	ˈæ	0.2
<#	<#_ˈɑ	0.2
<#	<#_ʋ	0.2
<#	<#_j	0.2
ˈɛ	ˈɛ	0.188
ˈiː	ˈiə̯	0.188
ˈiː	-	0.188
k	ʃ_h	0.182
ˈa	ˈɒː	0.176
ˈiː	n	0.125
ɡ̊	ç	0.125
ð	ɾ	0.111
ð	d	0.111
ð	-	0.111
#>	n_#>	0.095
#>	d̥_#>	0.095
n	-	0.087
r	-	0.071
a	ɦ_n	0.054
s	z_ˈɛ	0.051
