Proto-Germanic	Proto-Germanic	probability
β_ɑ	m	1.0
ˈɑː	-	1.0
ˈɑi̯_w	ˈiː	1.0
ˈɑ_ŋ	ˈɒ	1.0
ˈɑ_nː	ˈɛ_n	1.0
ˈɑ_kʷ	ˈɒː	1.0
ˈu_ŋ	ˈʊ	1.0
ˈĩː	ˈaɪ̯	1.0
ˈiː	ˈaɪ̯	1.0
ˈiu̯	ˈaɪ̯	1.0
ˈi_j	ˈaɪ̯	1.0
ˈeː	ˈiː	1.0
ˈeu̯	ˈiː	1.0
ɸ	f	1.0
ɣ_ɑ	x	1.0
ɣ_j	ɡ̊	1.0
ɡʷ	-	1.0
ɡ	ŋ	1.0
ɛː	ɐ	1.0
ɔ̃ː_#>	#>	1.0
ɔːu̯	-	1.0
ɑ̃_#>	#>	1.0
ɑː	-	1.0
ɑi̯	ˈɒ_n	1.0
ɑ_z_#>	#>	1.0
ɑ_n_ɑ̃_#>	#>	1.0
ɑ_n	a	1.0
ɑ_l	l	1.0
ŋ_ɡ	ŋ	1.0
ŋ	ŋ	1.0
ð_ɛː	ɾ	1.0
ð	d̥	1.0
z_#>	#>	1.0
z	-	1.0
x_s	ɡ̊_s	1.0
wː	ˈaɪ̯	1.0
u	-	1.0
tː	ʦ	1.0
t_s	s	1.0
s_t	ʃ_d̥	1.0
s_l	ʃ_l	1.0
s_k	ʃ	1.0
s_#>	#>	1.0
r_ɣ	ɐ_ç	1.0
r_ɔː	ɐ	1.0
r_ɑ̃	ɐ	1.0
r_ɑ	ɐ	1.0
r_u	ɐ	1.0
r_n	ɐ_n	1.0
r_#>	#>	1.0
pː	-	1.0
n_θ	n	1.0
n_ɑ̃_#>	#>	1.0
n_s	n_s	1.0
n_d	n	1.0
mː	m	1.0
m	m	1.0
lː	l	1.0
l_d	l_d̥	1.0
l	l	1.0
kː	ɡ̊	1.0
kʷ	-	1.0
k_ˈɑ	ˈa	1.0
k_ˈu	ɡ̊	1.0
k_i	x	1.0
jː	ˈɛː	1.0
iː	-	1.0
i_j	a	1.0
i	-	1.0
e_x	eː	1.0
e	ɐ	1.0
d	d̥	1.0
<#_θ	<#_d̥	1.0
<#_ˈɑ	<#_ˈɒ	1.0
<#_ɣ	<#_ɡ̊	1.0
<#_x	<#	1.0
<#_t	<#_ʦ	1.0
<#_r	<#_r	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
<#_k	<#_ɡ̊	1.0
<#_j	<#_j	1.0
<#_d	<#_d̥	1.0
#>	a_#>	1.0
b	b̥	0.895
ˈɑi̯	ˈaː	0.875
n	n	0.867
w	v	0.848
ˈɛː	ˈoː	0.8
ˈuː	ˈaʊ̯	0.8
x	h	0.8
θ	d̥	0.786
s	s	0.7
ˈi	ˈɪ	0.692
ɑ	-	0.692
ɔːː	-	0.636
ˈɔː	ˈuː	0.625
β	b̥	0.6
xʷ	-	0.6
p	f	0.583
x_t	x_d̥	0.571
j	n	0.571
ɔː	-	0.545
ɔ̃ː	n	0.5
ɔ̃ː	a	0.5
t_ɑ	z̥	0.5
t_ɑ	s	0.5
r	r	0.5
<#_ˈu	<#_ˈʊ	0.5
<#_ˈu	<#	0.5
ˈe	ˈɛ	0.483
ˈɑu̯	ˈaː	0.467
ɣ	ŋ	0.467
r	ɐ	0.452
ˈɑ	ˈɒ	0.429
x_t	ç_d̥	0.429
j	-	0.429
ˈu	ˈɔ	0.405
β	β	0.4
ˈɑu̯	ˈuː	0.4
xʷ	v	0.4
k	ç	0.385
ɔːː	a	0.364
ˈɑ	ˈoː	0.343
ˈu	ˈʊ	0.324
t	ʦ	0.316
k	ɡ̊	0.308
ɔː	n	0.273
t	s	0.263
t	d̥	0.263
ˈɔː	ˈiː	0.25
p	b̥͡v̥	0.25
s	ʃ	0.225
θ	-	0.214
ˈɛː	-	0.2
ˈuː	-	0.2
ɣ	ɡ̊	0.2
ɣ	ç	0.2
x	-	0.2
ɔː	ɐ	0.182
ˈe	ˈiː	0.172
ˈe	ˈeː	0.172
p	v̥	0.167
ˈu	ˈɪ	0.162
ˈi	ˈiː	0.154
ɑ	ɪ	0.154
ɑ	ɐ	0.154
k	x	0.154
k	-	0.154
w	-	0.152
ˈɑ	ˈɛ	0.143
ˈɑu̯	ˈeː	0.133
ɣ	x	0.133
n	-	0.133
ˈɔː	-	0.125
ˈɑi̯	-	0.125
t	z̥	0.105
b	-	0.105
ˈe	ˈɪ	0.103
ˈɑ	ˈɔ	0.086
ˈi	ˈaɪ̯	0.077
ˈi	-	0.077
s	-	0.075
ˈe	-	0.069
ˈu	ˈɘ	0.054
ˈu	ˈoː	0.054
t	t	0.053
