Walloon	Walloon	probability
ˈɛ̃ː	-	1.0
ˈɛ̃_n	n_ɔ	1.0
ˈɛ_s	t_ɔ	1.0
ˈœ̃	ˈỹ	1.0
ˈy	ˈy	1.0
ˈeː	j_ˈe	1.0
ˈa_#>	w_#>	1.0
ʤ	ʤ	1.0
ʒ	z	1.0
ʀ_#>	#>	1.0
ɲː	ʤ_i	1.0
ɲ	ɲ	1.0
ɡ	ɡ	1.0
ɛ̃	-	1.0
ɛː	y	1.0
ɔ̃	ũ	1.0
ɔː	a	1.0
ɑ̃	ã	1.0
z	z	1.0
w_ˈɛ_#>	ˈe_#>	1.0
w_ˈɛ	ˈu_s	1.0
uː	-	1.0
u	-	1.0
n	n	1.0
l_#>	w_#>	1.0
l	l	1.0
k_w	k	1.0
j_ˈɛ	ˈɛ	1.0
ẽ	ĩ	1.0
d	d	1.0
b	b	1.0
<#_ˈuː	<#_ɥ	1.0
<#_ʤ	<#	1.0
<#_ʀ	<#_ʀ	1.0
<#_ɛ	<#_e	1.0
<#_t	<#_t	1.0
<#_s	<#_s	1.0
<#_l	<#_l	1.0
<#_a	<#_a	1.0
m	m	0.95
p	p	0.938
v	v	0.92
k	k	0.909
s	s	0.9
ˈe_#>	ˈa_#>	0.818
ʧ	k	0.818
f	f	0.792
ˈøː	ˈu	0.75
ˈe	ˈa	0.75
<#	<#_e	0.75
t	t	0.727
ˈoː	ˈa_w	0.7
ɔ	u	0.688
ˈi_#>	ˈi_#>	0.667
a	a	0.667
ˈɛː	-	0.625
ˈɑ̃	ˈã	0.625
ˈu	ˈu	0.6
ʀ	ɾ	0.587
ˈɔ̃	ˈũ_ŋ	0.571
ˈa	ˈa	0.55
ˈɔ	ˈu	0.529
ˈɛ̃	ˈẽ_ŋ	0.5
ˈuː	w_ˈe	0.5
ˈi	ˈi	0.5
ˈi	j_ˈe	0.5
i	i	0.429
ʃ	j_s	0.417
#>	ɔ_#>	0.404
ˈu	-	0.4
ɛ	a	0.4
ˈɔː	ˈa	0.385
ˈɛː	ˈa	0.375
ˈɑ̃	ˈã_ŋ	0.375
ˈẽ	ˈĩ_ŋ	0.375
ˈẽ	ŋ	0.375
ˈɛ̃	ˈã	0.357
ˈuː	ˈu	0.333
ˈi_#>	#>	0.333
a	e	0.333
ˈiː	ˈa	0.316
ˈɛ	ˈi	0.308
ˈɔː	ˈa_w	0.308
w	-	0.304
ˈoː	w	0.3
ɛ	e	0.3
ɛ	-	0.3
ˈɔ̃	w_ˈẽ	0.286
i	e	0.286
i	-	0.286
ˈɛ	ˈe	0.269
ˈɛ	ˈa	0.269
ˈiː	ˈi	0.263
ʀ	ʀ	0.261
w	w	0.261
ˈøː	-	0.25
ˈẽ	ˈĩ	0.25
ˈe	ˈi	0.25
ʃ	s_k	0.25
<#	<#_a	0.25
ˈɔ	w_ˈe	0.235
w	ˈe	0.217
j	ˈɛ	0.216
ˈiː	ˈɛ	0.211
ɔ	w	0.188
ˈe_#>	#>	0.182
ʧ	ʤ_e	0.182
t	ʧ	0.182
ˈuː	ɥ	0.167
ʃ	z	0.167
ʃ	s	0.167
#>	e_#>	0.158
ˈɔː	ˈe	0.154
ˈɔː	ˈa_ʀ	0.154
ˈa	ˈe	0.15
ˈɛ̃	ˈẽ	0.143
ˈɔ̃	ŋ	0.143
j	j_ɔ	0.135
#>	w_#>	0.132
w	ˈɛ	0.13
ɔ	-	0.125
f	b_ɾ	0.125
ˈɔ	ˈe	0.118
ˈɔ	w	0.118
#>	ŋ_#>	0.114
j	l_ɔ	0.108
ˈiː	j_ˈɛ	0.105
ˈiː	j_ˈe	0.105
ˈa	ˈe_ʀ	0.1
ˈa	ʀ	0.1
ˈa	-	0.1
s	z	0.1
t	ŋ_t	0.091
k	k_ɥ	0.091
#>	ɾ_e_#>	0.088
w	ɡ_ɔ	0.087
f	ɔ	0.083
j	ɔ	0.081
j	w	0.081
j	j	0.081
j	d_ɔ	0.081
v	b	0.08
ˈɛ	ˈɛ	0.077
ˈɛ	j	0.077
ʀ	j_ɾ	0.065
p	b_ɾ	0.062
#>	s_#>	0.061
j	ˈɛ_s	0.054
j	ˈe_j	0.054
j	ˈe	0.054
j	-	0.054
