Brazilian Portuguese	Brazilian Portuguese	probability
ˈɛ_l	ˈɛ	1.0
ˈɔ_j	ˈu	1.0
ˈɐ̃_m	ˈa_m	1.0
ˈo_w	ˈɔ	1.0
ˈo_j	ˈɔ	1.0
ˈo_d	ˈu_t	1.0
ˈi_ʎ	ˈi	1.0
ˈe_w	ˈi_o	1.0
ˈe_l	ˈe	1.0
ˈe_d	ˈe	1.0
ʧ	t	1.0
ʒ	z	1.0
ʃ_#>	#>	1.0
ɾ_i	r_o	1.0
ɦ_n	r_n	1.0
ɐ̃	a_ŋ	1.0
ɐ_#>	#>	1.0
w̃	ŋ	1.0
ũ	b_o	1.0
u_ʃ	i	1.0
u_#>	#>	1.0
t	t	1.0
p	p	1.0
õ	-	1.0
o_h	o_r	1.0
n_a	n_ˈa	1.0
n	n	1.0
k_ɾ	k_r	1.0
k_o	a_ɲ	1.0
j̃_u	ŋ	1.0
j_ʃ	z_e	1.0
ĩ	i_ŋ	1.0
h_k	r_k	1.0
f	f	1.0
ẽ	e_ŋ	1.0
e_ʃ	s	1.0
e_ɡ	e_ɡ	1.0
a_b	a_v	1.0
<#_ˈa	<#_ˈa	1.0
<#_ʒ	<#_z	1.0
<#_ɡ	<#_ɡ	1.0
<#_t	<#_t	1.0
<#_n	<#_n	1.0
<#_h	<#_r	1.0
<#_d	<#_d	1.0
<#_a	<#	1.0
<#	<#_z	1.0
s	s	0.958
ɐ	a	0.955
k	k	0.951
ˈa	ˈa	0.949
m	m	0.935
u	o	0.917
ɡ	ɡ	0.895
h	r	0.895
v	v	0.882
a	a	0.867
ˈĩ	ˈi	0.818
ˈɛ	ˈɛ	0.8
ɾ	r	0.781
o	o	0.778
ˈi	ˈi	0.722
ˈũ	ˈu	0.714
ˈe_j	ˈɛ	0.714
<#_l	<#_ɰ	0.688
i	e	0.686
ʤ	d	0.667
#>	o_#>	0.667
ˈu	ˈu	0.643
ɦ	r	0.625
ˈe	ˈe	0.615
b	b	0.591
ʎ	ʧ	0.583
ˈo	ˈo	0.576
ˈɐ̃	ˈa	0.571
ˈe_h	e_r	0.571
z	z	0.571
j̃	ɲ	0.571
ˈõ	ˈo_ŋ	0.556
j	-	0.545
e	-	0.533
d	d	0.529
ˈɔ	ˈɔ	0.5
ˈẽ	ˈe	0.5
l	ɰ	0.5
w	l	0.467
e	e	0.467
ʃ	s	0.45
ˈe_h	r	0.429
z	-	0.429
j̃	n	0.429
ˈɔ	ˈo	0.389
ɦ	-	0.375
ˈo	ˈɔ	0.364
d	-	0.353
ˈẽ	ˈe_ŋ	0.333
ʤ	-	0.333
w	w	0.333
#>	ŋ_#>	0.333
<#_l	<#	0.312
ˈũ	-	0.286
ˈe_j	ˈa	0.286
ˈi	-	0.278
j	j	0.273
b	v	0.273
ʎ	ʤ	0.25
l	ˈe	0.25
l	-	0.25
ˈɐ̃	ˈa_ŋ	0.238
ˈõ	ˈɔ	0.222
ˈõ	ˈo	0.222
o	-	0.222
ˈu	ˈo	0.214
ˈɛ	j_ˈe	0.2
w	o	0.2
ˈe	ˈɛ	0.192
ˈĩ	ˈi_ŋ	0.182
j	z	0.182
ˈẽ	ŋ	0.167
ʎ	-	0.167
ʃ	p_j	0.15
ˈu	-	0.143
b	-	0.136
a	ˈa	0.133
v	-	0.118
d	t	0.118
ˈe	ˈi	0.115
ˈɔ	-	0.111
ɡ	k	0.105
h	e_r	0.105
ʃ	ʧ	0.1
ʃ	z_a	0.1
ʃ	z	0.1
ʃ	f_j	0.1
ˈɐ̃	ˈo	0.095
ˈɐ̃	ˈa_n	0.095
ɾ	a_r	0.094
i	o	0.086
i	i	0.086
i	-	0.086
ˈe	e	0.077
m	ˈa	0.065
ɾ	j	0.062
ɾ	-	0.062
ˈo	ˈo_n	0.061
u	-	0.06
i	a	0.057
ˈa	ɰ_ˈa	0.051
