Walloon	Walloon	probability
ˈɛ_ʃ	ʧ	1.0
ˈœ̃	ˈu_ɲː	1.0
ˈøː_ʀ_#>	ˈɛ_#>	1.0
ˈyː_t	tː	1.0
ˈy	-	1.0
ˈiː_f	ˈa_p	1.0
ˈi_#>	ˈi_#>	1.0
ˈi	ˈi	1.0
ˈẽ	ˈi_n	1.0
ˈeː	-	1.0
ʤ	ʤ	1.0
ʒ	-	1.0
ɲː	d_ə	1.0
ɛː	j_u	1.0
ɔ̃	u_n	1.0
ɑ̃	a	1.0
z_ˈoː	j_ə	1.0
v	v	1.0
uː	-	1.0
t_#>	#>	1.0
p_l	k_j	1.0
p	p	1.0
k	k	1.0
j_#>	#>	1.0
i	-	1.0
f_l	ʃ	1.0
ẽ	ŋ	1.0
d	d	1.0
<#_ʀ	<#_r	1.0
<#_t	<#_t	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
<#_b	<#	1.0
ɲ	ɲː	0.833
m	m	0.833
#>	ə_#>	0.829
ˈe	ˈa	0.818
ˈa_#>	lː_ə_#>	0.8
f	f	0.8
n	n	0.733
ˈuː	ˈɔ	0.727
ɡ	ɡ	0.714
t	t	0.692
ˈoː	ˈɔ	0.667
ʃ	ʃː	0.667
l	l	0.667
ʧ	k	0.647
ʀ	ɾ	0.625
a	a	0.625
ˈɛ_#>	#>	0.6
ˈɑ̃	ˈa_n	0.6
ˈøː	ˈu	0.6
ˈu	ˈu	0.6
<#_a	<#	0.6
<#	<#_w	0.6
ˈa	ˈa	0.588
ɛ	-	0.5
ɔ	u	0.5
ˈɛ̃	ˈɛ_n	0.455
s	s	0.444
b	b_w	0.444
ˈɛː	ɾ	0.429
ˈɔ	ˈɔ	0.412
ˈa	ˈɔ	0.412
ˈɛ_#>	ʃ_ə_#>	0.4
ˈɑ̃	ˈa_nː	0.4
ˈøː	ˈo	0.4
ˈu	-	0.4
<#_a	<#_a	0.4
<#	<#_a	0.4
ˈɔː	ˈa	0.375
ˈɔː	-	0.375
a	-	0.375
j	ə	0.367
ˈɛ̃	n	0.364
ˈɔ̃	ˈu_n	0.364
ˈiː	ˈɛ	0.357
ˈiː	ˈa	0.357
ˈɛ	ˈi	0.333
ˈoː	ˈa	0.333
ʃ	-	0.333
ɛ	a	0.333
s	ʃ	0.333
l	j	0.333
b	v	0.333
t	tː	0.308
ɔ	-	0.3
ˈɔ	ˈu	0.294
w	-	0.29
ˈɛː	ˈa_t	0.286
ˈɛː	-	0.286
ˈiː	ˈi	0.286
ɡ	-	0.286
ˈɔ̃	ˈo_n	0.273
ˈuː	ˈu	0.273
n	ə	0.267
ˈɔː	ˈa_ɾ	0.25
ʧ	kː	0.235
w	ˈe	0.226
b	b	0.222
ˈa_#>	#>	0.2
ɔ	ˈu	0.2
j	j_ˈɛ	0.2
w	w	0.194
ˈɛ	ˈe	0.185
ˈɛ	ə	0.185
ˈɛ̃	ˈɛ	0.182
ˈɔ̃	ˈɔ_n	0.182
ˈɔ̃	ˈo	0.182
ˈe	ˈa_ɾ	0.182
ˈɔ	-	0.176
ʀ	r	0.167
ɲ	ɲ	0.167
ɛ	ə	0.167
m	mː	0.167
f	ə	0.15
s	-	0.139
j	ˈɛ	0.133
j	ˈi	0.133
w	ˈa	0.129
ʀ	ə	0.125
ˈɔ	ˈu_tː	0.118
ʧ	k_ˈa	0.118
j	j	0.1
#>	t_ə_#>	0.096
ˈɛ	ˈɛ	0.074
ˈɛ	ˈa_t	0.074
ˈɛ	ˈa	0.074
ˈɛ	-	0.074
j	lː	0.067
w	ˈu	0.065
w	ɡ_w	0.065
s	ʦ	0.056
