Walloon	Walloon	probability
ˈɛ̃ː	-	1.0
ˈɛ̃_n	n_ɐ	1.0
ˈɛ_s	ʃ_t	1.0
ˈɑ̃	ˈɐ̃	1.0
ˈœ̃	ˈu	1.0
ˈyː	-	1.0
ˈy	-	1.0
ˈuː_n	ˈo_ɐ	1.0
ˈeː	ˈe	1.0
ˈa_ʀ	ɾ_t	1.0
ʧ_ɛ	k_ɐ	1.0
ʤ	ʒ	1.0
ʒ	z	1.0
ʀ_w	ɾ	1.0
ɲ	ɲ	1.0
ɛː	ɐ_ʒ	1.0
ɛ	ɨ	1.0
ɔ̃	õ	1.0
ɔː	ɐ	1.0
w_ˈɛː	ˈe	1.0
w_ˈa	ˈo_ɾ	1.0
u	-	1.0
p_l	ʃ	1.0
p	p	1.0
m	m	1.0
k_l	ʃ	1.0
j_ˈa	u	1.0
j_#>	#>	1.0
i	-	1.0
f_l	ʃ	1.0
ẽ	ĩ	1.0
b	b	1.0
<#_ʀ	<#_ʁ	1.0
<#_ɛ	<#_i	1.0
<#_t	<#_t	1.0
<#_l	<#_l	1.0
<#_a	<#	1.0
v	v	0.913
t	t	0.909
k	k	0.9
d	d	0.857
ʀ	ɾ	0.808
f	f	0.759
n	n	0.737
ɡ	ɡ	0.714
s	s	0.692
ˈɛ_#>	ʃ_#>	0.667
a	ɐ	0.667
ˈoː	ˈo_w	0.6
ˈɔː	ˈa	0.583
ʧ	k	0.562
ˈɛː	ˈa_ð	0.5
ˈɛː	-	0.5
ˈɔ̃	ˈõ	0.5
ˈɔ	ˈo	0.5
ˈu	ˈu	0.5
ˈu	ˈo	0.5
ˈi	ˈe	0.5
l	-	0.5
ˈa	ˈa	0.467
ˈe	ˈa_ɾ	0.444
ʃ	s	0.417
ˈoː	ˈɔ	0.4
#>	u_#>	0.378
ˈuː	ˈo	0.364
ɔ	u	0.364
ɔ	-	0.364
ˈɛ̃	ˈɐ̃	0.333
ˈɛ̃	ˈẽ	0.333
ˈɛ_#>	u_#>	0.333
ˈɛ	ˈe	0.333
ˈɔ̃	ˈɐ̃	0.333
ˈẽ	ˈɐ̃	0.333
ˈẽ	ˈĩ	0.333
ˈẽ	ˈi_ɲ	0.333
ˈa	ˈɐ	0.333
l	l	0.333
a	-	0.333
#>	ɐ_#>	0.323
ʧ	k_ɐ	0.312
j	ˈɛ	0.3
ˈiː	ˈa	0.286
ɡ	ɣ	0.286
ˈuː	ˈu	0.273
ɔ	ɔ	0.273
ˈɛ	-	0.259
w	ˈɔ	0.259
ˈɔː	ˈa_ɫ	0.25
ʃ	ʃ	0.25
ˈɛ	ˈi	0.222
w	-	0.222
ˈøː	ˈɔ	0.214
ˈøː	ˈu	0.214
ˈøː	ˈo	0.214
ˈøː	-	0.214
ˈa	l_u	0.2
j	ʎ_ɐ	0.2
ˈiː	ˈɛ	0.19
ˈiː	ˈi	0.19
ˈiː	-	0.19
ˈuː	ˈɔ	0.182
ˈuː	ˈo_v	0.182
ˈɛ̃	ˈẽ_t	0.167
ˈɛ̃	-	0.167
ˈɔ̃	ˈũ	0.167
ˈɔː	-	0.167
ˈɔ	ˈɔ	0.167
ˈi	ˈi_ɣ	0.167
ˈi	ˈi	0.167
ˈi	-	0.167
ˈe	ˈa	0.167
ˈe	-	0.167
ʃ	ʃ_ɐ	0.167
ʃ	ʃ_k	0.167
l	ɫ	0.167
n	-	0.158
w	ˈɐ	0.148
ˈøː	ˈo_ɣ	0.143
ˈiː	ˈɐ_j	0.143
d	ð	0.143
j	ɐ	0.133
j	l	0.133
s	ʃ	0.128
s	i_ʃ	0.128
ʧ	-	0.125
ˈɛ	j	0.111
ˈɔ	ˈɔ_ʃ	0.111
ˈɔ	ˈo_ð	0.111
ˈɔ	-	0.111
ˈe	ˈi	0.111
ˈe	ɾ	0.111
w	ˈe	0.111
w	w	0.111
n	ɲ	0.105
f	β_ɾ	0.103
k	ɡ	0.1
j	ʎ	0.1
t	-	0.091
v	-	0.087
ʀ	ˈe_ɾ	0.077
ʀ	-	0.077
ˈɛ	ˈi_l	0.074
w	ɣ_w	0.074
w	ɣ	0.074
f	v_ɐ	0.069
f	v	0.069
j	ɣ_ɐ	0.067
j	ð_ɐ	0.067
#>	t_u_#>	0.063
#>	ʃ_#>	0.055
#>	ɾ_#>	0.055
s	z	0.051
