Proto-Germanic	Proto-Germanic	probability
θ	d	1.0
β	b	1.0
ˈɑː	-	1.0
ˈɑi̯_n	ˈɔe̯	1.0
ˈɑ_ŋ	ˈa	1.0
ˈɑ_t	ˈa_s	1.0
ˈɑ_n	ˈaː	1.0
ˈu_ŋ	ˈo	1.0
ˈĩː	ˈəi̯	1.0
ˈiu̯	ˈəi̯	1.0
ˈi_ŋ	ˈe	1.0
ˈi_r	ˈʌ	1.0
ɸ	f	1.0
ɣ	ɡ	1.0
ɡʷ	-	1.0
ɡ	ŋ	1.0
ɛː	ʌ	1.0
ɔ̃ː_#>	#>	1.0
ɔːː	-	1.0
ɔːu̯	-	1.0
ɑ̃_#>	#>	1.0
ɑː	-	1.0
ɑi̯	ˈa_n	1.0
ɑ_z_#>	#>	1.0
ɑ_n	a	1.0
ŋ	ŋ	1.0
z_#>	#>	1.0
z	-	1.0
x_t	x_d	1.0
x_s	ɡ_s	1.0
x_r	ʁ	1.0
wː	ˈae̯	1.0
u	-	1.0
tː_u	ʣ	1.0
t_ɑ	s	1.0
sː	s	1.0
s_ˈɑ	s_ˈa	1.0
s_t	ʃ_d	1.0
s_l	ʃ_l	1.0
s_k	ʃ	1.0
s_#>	#>	1.0
r_ˈɑ	ʁ	1.0
r_ɔː	ʌ	1.0
r_ɑ̃	ʕ	1.0
r_ɑ	ʌ	1.0
r_u	ʌ	1.0
r_n	ʕ_n	1.0
r_i	ʌ	1.0
r_#>	#>	1.0
pː	-	1.0
nː	n	1.0
n_ɑ̃_#>	#>	1.0
n_ɑ̃	a	1.0
n_ɑ	a	1.0
mː	m	1.0
m	m	1.0
lː	l	1.0
l	l	1.0
kː	ɡ	1.0
kʷ	-	1.0
jː	ˈɔe̯	1.0
iː_#>	#>	1.0
i_ŋ	i	1.0
d	d	1.0
b	b	1.0
<#_θ	<#_d	1.0
<#_ˈɑ	<#_ˈa	1.0
<#_ɣ	<#_ɡ	1.0
<#_x	<#	1.0
<#_t	<#_ʦ	1.0
<#_s	<#_s	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
<#_k	<#_kʰ	1.0
<#_d	<#_d	1.0
j	-	0.92
i	-	0.92
p	f	0.889
ˈuː	ˈao̯	0.857
ð	d	0.842
ɔː	-	0.818
ˈiː	ˈəi̯	0.8
w	ʋ	0.774
x	h	0.741
ˈɑi̯	ˈɔe̯	0.733
ˈeu̯	ˈiə̯	0.714
n	n	0.714
e	ʌ	0.667
s	s	0.647
r	ʁ	0.611
xʷ	-	0.6
ˈɑu̯	ˈoː	0.545
ˈɛː	ˈɔː	0.5
ˈɔː	ˈuə̯	0.5
ɑ	-	0.5
ˈɑ	ˈa	0.485
ˈɑu̯	ˈao̯	0.455
t	s	0.444
k	ç	0.417
ˈe	ˈɛ	0.407
xʷ	ʋ	0.4
ˈu	ˈo	0.371
s	ʃ	0.353
t	ʦ	0.333
r	ʕ	0.333
k	ɡ	0.333
e	eə̯	0.333
ˈi	ˈi	0.32
ˈi	-	0.32
ˈeu̯	ˈiː	0.286
ˈɑi̯	ˈae̯	0.267
ˈɛː	ˈoː	0.25
ˈɛː	-	0.25
ɑ	ɪ	0.25
ɑ	ɡ	0.25
k	x	0.25
ˈu	ˈu	0.229
w	-	0.226
ˈe	-	0.222
t	d	0.222
ˈɑ	ˈɛ	0.212
ˈɑ	ˈaː	0.212
ˈiː	-	0.2
ˈɔː	-	0.188
ɔː	e	0.182
ˈu	ˈɔ	0.171
ˈi	ˈɪ	0.16
ð	t	0.158
ˈe	ˈɛː	0.148
ˈe	ˈi	0.148
ˈuː	-	0.143
n	-	0.143
ˈɔː	ˈuː	0.125
ˈɔː	ˈiə̯	0.125
ˈi	ˈe	0.12
ˈu	ˈoː	0.114
x	-	0.111
p	p͡f	0.111
ˈɑ	ˈɔː	0.091
ˈi	ˈɛ	0.08
j	j	0.08
i	ʌ	0.08
ˈe	ˈeə̯	0.074
x	ç	0.074
x	x	0.074
n	n_d	0.071
n	a	0.071
ˈɔː	ˈɔə̯	0.062
ˈu	ˈi	0.057
ˈu	-	0.057
r	ʌ	0.056
