Auvergnat	Auvergnat	probability
ˈɪ̃	ˈẽ	1.0
ˈœ	ˈo	1.0
ˈỹ	ˈũ	1.0
ˈĩ	ˈĩ	1.0
ˈẽ_ŋ	ˈẽ	1.0
ˈe_j	ˈa	1.0
ˈa_w	ˈɔ_j	1.0
ˈa_n_ɔ_#>	ˈɐ̃_#>	1.0
ˈa_l	ˈɛ_w	1.0
ʃ	s	1.0
ɥ	ɐ_t	1.0
ə_m	ũ	1.0
ə_#>	#>	1.0
ɔ_#>	#>	1.0
ŋ_k	ɡ	1.0
y	-	1.0
w_ˈɔ̃	ˈõ	1.0
w_ˈẽ	ˈũ	1.0
vʲ	v	1.0
v	v	1.0
ũ	õ	1.0
t_ə	ʃ	1.0
pʲ	p	1.0
p_l	ʃ	1.0
p	p	1.0
mʲ	m	1.0
lː	s_w	1.0
l_ˈa	ˈa	1.0
l_#>	l_u_#>	1.0
k_l	ʃ	1.0
j_n	j̃	1.0
ĩ	ĩ	1.0
i	-	1.0
fʲ	f	1.0
f_l	ʃ	1.0
f	f	1.0
e	ˈe	1.0
dʲ	-	1.0
b_ɔ	v_ɐ	1.0
ã	ɐ̃	1.0
a	a	1.0
<#_ʎ	<#_l	1.0
<#_ʀ	<#_h	1.0
<#_ɒ	<#_a	1.0
<#_t	<#_t	1.0
<#_l	<#_l	1.0
<#_d	<#_d	1.0
<#	<#_o	1.0
ɔ	ɐ	0.9
m	m	0.862
ˈã	ˈɐ̃	0.857
ʎ	ʎ	0.857
b	b	0.826
ˈy	ˈu	0.818
t	t	0.789
ˈɪ	ˈe	0.783
d	d	0.769
ˈa	ˈa	0.729
ɡ	ɡ	0.727
s	s	0.725
ɒ	a	0.692
ʀ	ɾ	0.685
ʧ	k	0.679
ˈũ	-	0.667
u	o	0.636
n	n	0.607
k	k	0.607
ɪ	e_ʃ	0.6
z	-	0.6
<#_ˈa	<#_ˈa	0.6
w_ˈɔ	ˈo	0.583
ˈu	ˈo	0.571
ˈi	ˈi	0.571
ˈẽ	ˈẽ	0.571
ˈɔ_ʀ	ɦ	0.5
ˈɔ_ʀ	h	0.5
ʤ	ʒ	0.5
ʀ_ə	ˈe_h	0.5
ʀ_ə	h	0.5
ɲ	j̃_u	0.5
ɲ	j̃	0.5
j	-	0.5
ˈe	ˈɛ	0.486
l	l	0.444
ə	u	0.438
ˈẽ	-	0.429
w_ˈɔ	ˈɔ	0.417
z	z	0.4
<#_ˈa	<#_ˈo	0.4
ˈe	ˈe	0.371
u	-	0.364
#>	u_#>	0.351
ə	i	0.344
ˈɔ	ˈo	0.333
ˈũ	ˈɐ̃	0.333
n	-	0.321
ŋ	-	0.316
ɒ	-	0.308
#>	h_#>	0.299
ɡ	ɡ_w	0.273
w	w	0.27
ˈi	ˈĩ	0.238
d	-	0.231
j	j	0.227
ˈɔ	ˈẽ	0.222
ˈɔ	h_ʧ	0.222
ˈɔ	-	0.222
#>	i_#>	0.221
ə	e	0.219
k	k_u	0.214
ɪ	e_s	0.2
ɪ	e	0.2
ˈu	ˈɔ	0.19
w	ˈɔ	0.189
ʤ	ɡ	0.188
ʤ	-	0.188
ŋ	w̃	0.184
ˈy	-	0.182
l	w	0.167
l	-	0.167
ˈu	ˈu	0.143
ˈã	w	0.143
ʎ	u	0.143
m	-	0.138
s	j_ʃ	0.137
ŋ	t_u	0.132
ˈɪ	ˈi	0.13
ʤ	b_j	0.125
ʀ	h	0.111
l	ˈe	0.111
l	u	0.111
w	v	0.108
w	-	0.108
ʧ	t	0.107
k	ɡ_u	0.107
t	ʃ_t	0.105
t	-	0.105
ˈa	ˈɐ̃	0.104
#>	ʃ_#>	0.104
ˈu	ˈo_d	0.095
ˈi	h	0.095
ˈi	-	0.095
j	j_ʧ	0.091
j	j_u	0.091
j	j_t	0.091
ˈɪ	-	0.087
b	v	0.087
b	-	0.087
ˈe	-	0.086
w	ˈo	0.081
w	v_u	0.081
ŋ	ʧ	0.079
ŋ	u	0.079
s	ʃ	0.078
ʀ	ɦ	0.074
ʧ	ɡ	0.071
ʧ	s_e	0.071
ʧ	-	0.071
ɔ	u	0.071
n	j̃	0.071
k	ɡ	0.071
s	-	0.059
ˈe	ˈɛ_ʃ	0.057
ʀ	-	0.056
w	ˈõ	0.054
w	v_i	0.054
w	i	0.054
ŋ	ˈĩ	0.053
ŋ	j̃_u	0.053
ŋ	j̃	0.053
ŋ	i	0.053
