Brazilian Portuguese	Brazilian Portuguese	probability
ˈɔ_j	ˈo	1.0
ˈũ	ˈu	1.0
ˈu	ˈu	1.0
ˈo_w	ˈo	1.0
ˈo_j	ˈo	1.0
ˈi_ʎ	ˈi	1.0
ˈi_#>	ˈe_#>	1.0
ˈa	ˈa	1.0
ʎ	ʝ	1.0
ʃ_u	ʃ_u	1.0
ʃ	s	1.0
ɾ_ˈɐ̃	ɾ_ˈa	1.0
ɾ_ˈe	ɾ_ˈe	1.0
ɾ_ɐ	ɾ_a	1.0
ɾ_i	ɾ_e	1.0
ɾ	ɾ	1.0
ɦ	ɾ	1.0
ɡ_u	ˈe_u	1.0
ɐ̃	-	1.0
ɐ	a	1.0
w_ˈa	w_ˈa	1.0
w_#>	l_#>	1.0
ũ	e_m	1.0
t_ɐ	t_a	1.0
s_ˈe	θ_ˈe	1.0
p	p	1.0
õ	o	1.0
n_u	ɲ_u	1.0
n	n	1.0
m	m	1.0
k	k	1.0
j̃_#>	#>	1.0
j_ʃ	θ	1.0
j_ɾ	ɾ	1.0
j_t	ʧ	1.0
j_#>	j_#>	1.0
i_#>	#>	1.0
h_ˈe	r_ˈe	1.0
f	f	1.0
d_u	u	1.0
b_ˈɛ	f_e	1.0
a_ɾ	a_ɾ	1.0
a_s	a_θ	1.0
a	a	1.0
<#_ˈa	<#_ˈa	1.0
<#_ʃ	<#_ʎ	1.0
<#_ɡ	<#_ɡ	1.0
<#_v	<#_b	1.0
<#_t	<#_t	1.0
<#_s	<#_s	1.0
<#_o	<#_o	1.0
<#_n	<#_n	1.0
<#_h	<#_r	1.0
<#_e	<#_e	1.0
<#_d	<#_d	1.0
<#_a	<#_a	1.0
h_#>	ɾ_#>	0.929
ˈe	ˈe	0.906
u	u	0.897
v	β	0.875
t	t	0.87
ˈi	ˈi	0.85
l	ʎ	0.848
o	o	0.846
ʧ	t	0.818
ɡ	ɣ	0.8
h	ɾ	0.8
d	ð	0.8
ˈɛ	j_ˈe	0.789
i	e	0.781
z	θ	0.75
#>	u_#>	0.75
w	l	0.727
<#	<#_ɡ	0.714
e	e	0.706
ʒ	ʃ	0.692
ˈĩ	ˈi	0.667
ẽ	e	0.667
ʃ_#>	s_#>	0.647
ˈõ	ˈo	0.636
ˈɐ̃	ˈa	0.619
ˈɔ	w_ˈe	0.571
w̃	ŋ	0.556
b	b	0.522
ˈẽ	ˈe_n	0.5
ˈe_j	ˈe_n	0.5
ˈe_j	ˈe	0.5
ˈo	ˈo	0.469
w̃	n_u	0.444
ˈɔ	ˈo	0.429
ʤ	d	0.429
j̃	ɲ	0.421
s	s	0.417
ˈo	w_ˈe	0.406
j	ˈe	0.4
b	β	0.391
s	θ	0.375
j̃	n	0.368
ˈõ	ˈo_n	0.364
ˈẽ	ˈe	0.357
ʃ_#>	θ_#>	0.353
ˈĩ	ˈi_ŋ	0.333
ẽ	e_n	0.333
ʤ	ð	0.286
ʤ	-	0.286
<#	<#_a	0.286
w	w	0.273
z	s	0.25
#>	a_#>	0.25
ˈɐ̃	ˈa_n	0.238
ˈɛ	ˈe	0.211
ɡ	ɡ	0.2
j	ɾ	0.2
j	j	0.2
j	-	0.2
h	r	0.2
ʧ	-	0.182
e	-	0.176
i	i	0.156
ʒ	ʝ	0.154
ʒ	-	0.154
o	-	0.154
ˈi	ˈe	0.15
ˈɐ̃	ˈo	0.143
ˈẽ	j	0.143
t	ʧ	0.13
ˈo	w	0.125
v	b_j	0.125
s	-	0.125
e	e_l	0.118
j̃	ˈe_ŋ	0.105
j̃	ŋ	0.105
d	d	0.1
d	-	0.1
ˈe	ˈi_ɾ	0.094
l	l	0.091
b	m_b	0.087
s	θ_j	0.083
u	o	0.077
h_#>	#>	0.071
i	-	0.062
l	m_ˈo	0.061
