Brazilian Portuguese	Brazilian Portuguese	probability
ˈɛ_l	m_ˈo	1.0
ˈo_w	ˈo	1.0
ˈo_j	ˈo	1.0
ˈo_b	ˈo_β	1.0
ˈĩ_j̃	ˈi_n	1.0
ˈĩ	ˈi	1.0
ˈi_#>	ˈe_#>	1.0
ˈe_k	ˈe_k	1.0
ˈe_h	ˈi_ɾ	1.0
ʧ	t	1.0
ʎ	x	1.0
ʃ_u	x_o	1.0
ʃ_#>	s_#>	1.0
ɾ_ˈɐ̃	ɾ_ˈa	1.0
ɾ_ˈe	ɾ_ˈe	1.0
ɾ_ɐ	ɾ_a	1.0
ɾ_u	ɾ_o	1.0
ɾ	ɾ	1.0
ɦ	ɾ	1.0
ɐ̃	-	1.0
w̃_#>	n_#>	1.0
w̃	n_o	1.0
w_ɐ	w_a	1.0
w_t	t	1.0
w_#>	l_#>	1.0
ũ	o_m	1.0
s_ɐ	θ_a	1.0
p	p	1.0
o_ɦ	o_ɾ	1.0
o	o	1.0
l_ˈe	l_ˈe	1.0
k_ɾ	k_ɾ	1.0
j̃_#>	#>	1.0
j_ʧ	ʧ	1.0
j_ɾ	ɾ	1.0
j_t	ʧ	1.0
j_#>	j_#>	1.0
i_z	e_θ	1.0
i_#>	#>	1.0
h_ʧ	ɾ_t	1.0
h_k	ɾ_k	1.0
h_#>	ɾ_#>	1.0
f	f	1.0
d_ɐ	ð_a	1.0
b_ˈe	β_ˈe	1.0
a_d	a_ð	1.0
a	a	1.0
<#_ˈo	<#_ˈo	1.0
<#_ˈa	<#_ˈa	1.0
<#_ʃ	<#_ɟ͡ʝ	1.0
<#_ɡ	<#_ɡ	1.0
<#_t	<#_t	1.0
<#_s	<#_θ	1.0
<#_o	<#_o	1.0
<#_n	<#_n	1.0
<#_h	<#_r	1.0
<#_f	<#	1.0
<#_e	<#_e	1.0
<#_a	<#_a	1.0
<#	<#_ɟ͡ʝ	1.0
#>	o_#>	1.0
ˈa	ˈa	0.959
m	m	0.944
u	o	0.941
ɐ	a	0.938
k	k	0.933
ˈi	ˈi	0.885
ˈu	ˈu	0.882
t	t	0.88
ˈe	ˈe	0.862
s	s	0.861
ɡ	ɣ	0.857
ʃ	s	0.8
i	e	0.75
ˈɛ	j_ˈe	0.722
e	e	0.722
j_ʃ	θ	0.714
h	ɾ	0.714
<#_ʒ	<#_x	0.714
ˈũ	ˈu	0.667
z	θ	0.667
l	l	0.667
ˈɐ̃	ˈa	0.625
ʒ	θ	0.6
ẽ	e	0.6
n	n	0.556
d	d	0.536
b	b	0.522
v	β	0.512
ʤ	ð	0.5
ʤ	d	0.5
j̃	ɲ	0.5
ˈo	ˈo	0.469
ˈo	w_ˈe	0.469
d	ð	0.464
w	l	0.462
ˈɔ	ˈo	0.45
ˈɔ	w_ˈe	0.45
n	ɲ	0.444
v	b	0.415
ˈẽ	ˈe_n	0.4
ˈẽ	ˈe	0.4
ʒ	ʝ	0.4
ẽ	e_n	0.4
j̃	n	0.375
ˈũ	ˈu_n	0.333
z	s	0.333
l	ʝ	0.333
j	-	0.333
b	β	0.304
j_ʃ	ˈe_θ	0.286
h	r	0.286
<#_ʒ	<#	0.286
ˈɐ̃	ˈa_n	0.25
ˈõ	ˈo_m	0.25
ˈõ	ˈo	0.25
ˈõ	ˈe_n	0.25
ˈõ	w	0.25
j	n	0.25
j	j	0.25
w	w	0.231
ˈẽ	j_ˈe	0.2
ʃ	θ	0.2
ˈɛ	ˈi	0.167
j	ɾ_o	0.167
e	-	0.167
w	ˈo	0.154
w	l_o	0.154
ɡ	ɡ	0.143
s	θ	0.139
ˈɐ̃	ˈo	0.125
j̃	ŋ_ɡ	0.125
t	ʧ	0.12
ˈu	-	0.118
ˈi	ˈe	0.115
ˈɛ	ˈe	0.111
e	i	0.111
ˈɔ	ˈo_t	0.1
b	e_ɾ	0.087
b	b_w	0.087
i	ɾ_e	0.083
i	i	0.083
i	-	0.083
v	b_j	0.073
ˈe	e_ˈe	0.069
ˈe	-	0.069
k	ŋ_k	0.067
ˈo	-	0.062
ɐ	n_a	0.062
m	b_ɾ	0.056
