ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Proto-Germanic	Proto-Germanic			deadly_ADJ	daudalīkaz	dˈɑu̯ðɑliːkɑz	d ˈɑu̯ ð ɑ l iː k ɑ z		deadly_ADJ_1			
Old West Norse	Old West Norse			deadly_ADJ	dauðligr	dˈɒu̯ðliɡr̥	d ˈɒu̯ ð l i ɡ r̥		deadly_ADJ_1			
Icelandic	Icelandic			deadly_ADJ	dauðlegur	d̥ˈœːy̯ðlɛɣʏr̥	d̥ ˈœːy̯ ð l ɛ ɣ ʏ r̥		deadly_ADJ_1			
Nynorsk Norwegian	Nynorsk Norwegian			deadly_ADJ	dødeleg	dˈøːdeleɡ	d ˈøː d e l e ɡ		deadly_ADJ_1			
Bokmål Norwegian	Bokmål Norwegian			deadly_ADJ	dødelig	dˈøːdəli	d ˈøː d ə l i		deadly_ADJ_1			
Danish	Danish			deadly_ADJ	dødelig	d̥ˈøːð̞ˠəli	d̥ ˈøː ð̞ˠ ə l i		deadly_ADJ_1			
Swedish	Swedish			deadly_ADJ	dödlig	dˈøːdlɪɡ	d ˈøː d l ɪ ɡ		deadly_ADJ_1			
Scots	Scots			deadly_ADJ	deidly	dˈedlɪ	d ˈe d l ɪ		deadly_ADJ_1			
English	English			deadly_ADJ	deadly	dˈedlɪ	d ˈe d l ɪ		deadly_ADJ_1			
American English	American English			deadly_ADJ	deadly	dˈɛdɫi	d ˈɛ d ɫ i		deadly_ADJ_1			
Old English	Old English			deadly_ADJ	dēadlīċ	dˈæːɑ̯dliːʧ	d ˈæːɑ̯ d l iː ʧ		deadly_ADJ_1			
West Frisian	West Frisian			deadly_ADJ	deadlik	dˈɪə̯dlɪk	d ˈɪə̯ d l ɪ k		deadly_ADJ_1			
Saterland Frisian	Saterland Frisian			deadly_ADJ	dodelk	dˈoːdəlk	d ˈoː d ə l k		deadly_ADJ_1			
Insular North Frisian	Insular North Frisian			deadly_ADJ	duarelk	dˈɔa̯ɾəlk	d ˈɔa̯ ɾ ə l k		deadly_ADJ_1			
