ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Latin	Latin			BEE_NOUN	alvīnam	aɫwˈiːnãː	a ɫ w ˈiː n ãː		BEE_NOUN_1	TRUE	IRREGULAR OR LOAN	
Romanian	Romanian			BEE_NOUN	albină	albˈinə	a l b ˈi n ə		BEE_NOUN_1			
Aromanian	Aromanian			BEE_NOUN	alɡhinã	alɡˈinə	a l ɡ ˈi n ə		BEE_NOUN_1			
Latin	Latin			CLAY_NOUN	arɡillam	arɡˈiːlʲlʲãː	a r ɡ ˈiː lʲ lʲ ãː		CLAY_NOUN_1	TRUE	IRREGULAR OR LOAN	
Logudorese	Logudorese			CLAY_NOUN	arɡhidha	arɡˈiɖɖa	a r ɡ ˈi ɖ ɖ a		CLAY_NOUN_1			
Campidanese	Campidanese			CLAY_NOUN	arɡidda	arʒˈiɖɖa	a r ʒ ˈi ɖ ɖ a		CLAY_NOUN_1			
Romanian	Romanian			CLAY_NOUN	arɡilă	arʤˈilə	a r ʤ ˈi l ə		CLAY_NOUN_1	TRUE	IRREGULAR OR LOAN	
Corsican	Corsican			CLAY_NOUN	arzilla	arʣˈilla	a r ʣ ˈi l l a		CLAY_NOUN_1			
Italian	Italian			CLAY_NOUN	arɡilla	arʤˈilla	a r ʤ ˈi l l a		CLAY_NOUN_1			
Ladin	Ladin			CLAY_NOUN	arjila	arʒˈila	a r ʒ ˈi l a		CLAY_NOUN_1			
French	French			CLAY_NOUN	arɡile	aʁʒil	a ʁ ʒ i l		CLAY_NOUN_1			
Occitan	Occitan			CLAY_NOUN	arɡila	arʒˈilɔ	a r ʒ ˈi l ɔ		CLAY_NOUN_1			
Catalan	Catalan			CLAY_NOUN	arɡila	ərʒˈilə	ə r ʒ ˈi l ə		CLAY_NOUN_1			
Spanish	Spanish			CLAY_NOUN	arcilla	aɾθˈiʝa	a ɾ θ ˈi ʝ a		CLAY_NOUN_1			
Portuguese	Portuguese			CLAY_NOUN	arɡila	ɐɾʒˈilɐ	ɐ ɾ ʒ ˈi l ɐ		CLAY_NOUN_1			
Brazilian Portuguese	Brazilian Portuguese			CLAY_NOUN	arɡila	aɦʒˈilɐ	a ɦ ʒ ˈi l ɐ		CLAY_NOUN_1			
Latin	Latin			FATHER_NOUN	babbum	bˈabbʊ̃ː	b ˈa b b ʊ̃ː		FATHER_NOUN_1	TRUE	IRREGULAR OR LOAN	
Logudorese	Logudorese			FATHER_NOUN	babbu	bˈabbu	b ˈa b b u		FATHER_NOUN_1			
Campidanese	Campidanese			FATHER_NOUN	babbu	bˈabbu	b ˈa b b u		FATHER_NOUN_1			
Italian	Italian			FATHER_NOUN	babbo	bˈabbo	b ˈa b b o		FATHER_NOUN_1			
Romansch	Romansch			FATHER_NOUN	bab	bˈaːp	b ˈaː p		FATHER_NOUN_1			
Latin	Latin			LOW_ADJ	bassium	bˈassiʊ̃ː	b ˈa s s i ʊ̃ː		LOW_ADJ_1	TRUE	IRREGULAR OR LOAN	
Spanish	Spanish			LOW_ADJ	bajo	bˈaxo	b ˈa x o		LOW_ADJ_1			
Galician	Galician			LOW_ADJ	baixo	bˈajʃʊ	b ˈa j ʃ ʊ		LOW_ADJ_1			
Portuguese	Portuguese			LOW_ADJ	baixo	bˈajʃu	b ˈa j ʃ u		LOW_ADJ_1			
Brazilian Portuguese	Brazilian Portuguese			LOW_ADJ	baixo	bˈajʃu	b ˈa j ʃ u		LOW_ADJ_1			
Latin	Latin			BURN_VERB	brusiāre	brʊsiˈaːrɛ	b r ʊ s i ˈaː r ɛ		BURN_VERB_1	TRUE	IRREGULAR OR LOAN	
Neapolitan	Neapolitan			BURN_VERB	abbrucià	abbruʃˈa	a b b r u ʃ ˈa		BURN_VERB_1			
Corsican	Corsican			BURN_VERB	brusɡià	bruʒˈa	b r u ʒ ˈa		BURN_VERB_1			
Italian	Italian			BURN_VERB	bruciare	bruʧˈare	b r u ʧ ˈa r e		BURN_VERB_1			
Venetian	Venetian			BURN_VERB	bruxàr	bruzˈar	b r u z ˈa r		BURN_VERB_1			
Bellunese	Bellunese			BURN_VERB	bruxàr	bruzˈar	b r u z ˈa r		BURN_VERB_1			
Emilian	Emilian			BURN_VERB	bruṡèr	bruzˈɛr	b r u z ˈɛ r		BURN_VERB_1			
Ligurian	Ligurian			BURN_VERB	bruxâ	bryʒˈaː	b r y ʒ ˈaː		BURN_VERB_1			
Piedmontese	Piedmontese			BURN_VERB	brusé	bryzˈe	b r y z ˈe		BURN_VERB_1			
Lombard	Lombard			BURN_VERB	brüsà	bryzˈa	b r y z ˈa		BURN_VERB_1			
Ladin	Ladin			BURN_VERB	brujé	bruʒˈe	b r u ʒ ˈe		BURN_VERB_1			
Friulian	Friulian			BURN_VERB	brusâ	brusˈaː	b r u s ˈaː		BURN_VERB_1			
Romansch	Romansch			BURN_VERB	brischar	briʃˈaːr	b r i ʃ ˈaː r		BURN_VERB_1			
Latin	Latin			BURN_VERB	caimāre	kajmˈaːrɛ	k a j m ˈaː r ɛ		BURN_VERB_2	TRUE	IRREGULAR OR LOAN	
Savoyard	Savoyard			BURN_VERB	krâmâ	kraːmˈaː	k r aː m ˈaː		BURN_VERB_2			
Catalan	Catalan			BURN_VERB	cremar	kɾəmˈa	k ɾ ə m ˈa		BURN_VERB_2			
Spanish	Spanish			BURN_VERB	quemar	kemˈaɾ	k e m ˈa ɾ		BURN_VERB_2			
Galician	Galician			BURN_VERB	queimar	kejmˈaɾ	k e j m ˈa ɾ		BURN_VERB_2			
Portuguese	Portuguese			BURN_VERB	queimar	kɐjmˈaɾ	k ɐ j m ˈa ɾ		BURN_VERB_2			
Brazilian Portuguese	Brazilian Portuguese			BURN_VERB	queimar	kejmˈah	k e j m ˈa h		BURN_VERB_2			
Latin	Latin			ASH_NOUN	cinisia	kɪnˈɪsia	k ɪ n ˈɪ s i a		ASH_NOUN_1	TRUE	IRREGULAR OR LOAN	
Logudorese	Logudorese			ASH_NOUN	chisina	kˈisina	k ˈi s i n a		ASH_NOUN_1			
Logudorese	Logudorese			ASH_NOUN	chinisa	kˈinisa	k ˈi n i s a		ASH_NOUN_1			
Campidanese	Campidanese			ASH_NOUN	chisina	kˈisina	k ˈi s i n a		ASH_NOUN_1			
Campidanese	Campidanese			ASH_NOUN	chinisa	kˈinisa	k ˈi n i s a		ASH_NOUN_1			
